152747	20130730	$95
152747	20130806	$95
152747	20130813	$95
152747	20130820	$95
152751	20130730	$95
152751	20130806	$95
152751	20130813	$95
152751	20130820	$95
152762	20130730	$125
152762	20130806	$125
152762	20130813	$125
152762	20130820	$125
154353	20130730	$95
154353	20130806	$95
154353	20130813	$95
154353	20130820	$95
154387	20130730	$75
154387	20130806	$75
154387	20130813	$75
154387	20130820	$75
208600	20130730	$85
208600	20130806	$85
208600	20130813	$85
208600	20130820	$85
208601	20130730	$85
208602	20130730	$85
208602	20130806	$85
208602	20130813	$85
208602	20130820	$85
208604	20130730	$195
208604	20130806	$195
208604	20130813	$195
208604	20130820	$195
208611	20130730	$95
208611	20130806	$95
208611	20130813	$95
208611	20130820	$95
208612	20130730	$95
208612	20130806	$95
208612	20130813	$95
208612	20130820	$95
208615	20130730	$95
208615	20130806	$95
208615	20130813	$95
208615	20130820	$95
208618	20130730	$95
208618	20130806	$95
208618	20130813	$95
208618	20130820	$95
208752	20130730	$115
208752	20130806	$115
208752	20130813	$115
208752	20130820	$115
208755	20130730	$95
208755	20130806	$95
208755	20130813	$95
208755	20130820	$95
208756	20130730	$125
208756	20130806	$125
208756	20130813	$125
208756	20130820	$125
208761	20130730	$85
208761	20130806	$85
208761	20130813	$85
208761	20130820	$85
208762	20130730	$95
208762	20130806	$95
208762	20130813	$95
208762	20130820	$95
208763	20130730	$115
208763	20130806	$115
208763	20130813	$115
208763	20130820	$115
208766	20130730	$145
208766	20130806	$145
208766	20130813	$145
208766	20130820	$145
215332	20130730	$125
215332	20130806	$125
215332	20130813	$125
215332	20130820	$125
215333	20130806	$115
215333	20130813	$115
215333	20130820	$115
215335	20130730	$95
215335	20130820	$95
215345	20130730	$95
215345	20130806	$95
215345	20130813	$95
215345	20130820	$95
215346	20130730	$115
215346	20130806	$115
215346	20130813	$115
215346	20130820	$115
215351	20130730	$115
215351	20130806	$115
215351	20130813	$115
215351	20130820	$115
216525	20130730	$105
224546	20130730	$65
224546	20130806	$65
224546	20130813	$65
224546	20130820	$65
224546	20130820	$65
224547	20130730	$55
224547	20130806	$55
224547	20130813	$55
224547	20130820	$55
224548	20130730	$25
224548	20130806	$25
224548	20130813	$25
224548	20130820	$25
224649	20130730	$32
224649	20130806	$32
224649	20130813	$32
224649	20130820	$32
227025	20130730	$268
227025	20130806	$268
227025	20130813	$268
227025	20130820	$268
227031	20130730	$168
227031	20130806	$168
227031	20130813	$168
227031	20130820	$168
227032	20130730	$248
227032	20130806	$248
227032	20130813	$248
227032	20130820	$248
227617	20130730	$78
227617	20130806	$78
227617	20130813	$78
227617	20130820	$78
229955	20130730	$35
229955	20130806	$35
229955	20130813	$35
229955	20130820	$35
229956	20130730	$35
229956	20130806	$35
229956	20130813	$35
229956	20130820	$35
229957	20130730	$45
229957	20130806	$45
229957	20130813	$45
229957	20130820	$45
229958	20130730	$45
229958	20130806	$45
229958	20130813	$45
229959	20130730	$32
229959	20130806	$32
229959	20130813	$32
229959	20130820	$32
229962	20130820	$78
229970	20130730	$98
229970	20130806	$98
229970	20130813	$98
229970	20130820	$98
229972	20130730	$98
229972	20130806	$98
229972	20130813	$98
229972	20130820	$98
230124	20130730	$174.99
230124	20130730	$225
230124	20130806	$174.99
230124	20130806	$225
230124	20130813	$174.99
230124	20130813	$225
230124	20130820	$174.99
230124	20130820	$225
230125	20130730	$165
230125	20130806	$165
230125	20130813	$165
230125	20130820	$165
230129	20130730	$85
230129	20130730	$95
230129	20130806	$85
230129	20130806	$95
230129	20130813	$85
230129	20130813	$95
230129	20130820	$85
230129	20130820	$95
230388	20130730	$85
230388	20130806	$85
230388	20130813	$85
230388	20130820	$85
230762	20130730	$135
230762	20130806	$135
230762	20130813	$135
230762	20130820	$135
230779	20130730	$125
230779	20130806	$125
230779	20130813	$125
230779	20130820	$125
230781	20130730	$105
230781	20130806	$105
230781	20130813	$105
230781	20130820	$105
230782	20130730	$125
230782	20130730	$135
230782	20130806	$135
230782	20130813	$135
230782	20130820	$135
230783	20130730	$115
230783	20130806	$115
230783	20130813	$115
230783	20130820	$115
230827	20130730	$109.99
230827	20130730	$135
230827	20130730	$145
230827	20130806	$109.99
230827	20130806	$135
230827	20130806	$145
230827	20130813	$109.99
230827	20130813	$135
230827	20130813	$145
230827	20130820	$109.99
230827	20130820	$135
230827	20130820	$145
230856	20130730	$145
230856	20130806	$145
230856	20130813	$145
230856	20130820	$145
230858	20130730	$105
230858	20130820	$105
230862	20130730	$115
230862	20130806	$115
230862	20130813	$115
230862	20130820	$115
230863	20130730	$115
230863	20130806	$115
230863	20130813	$115
230863	20130820	$115
230878	20130730	$115
230878	20130806	$115
230878	20130813	$115
230878	20130820	$115
230880	20130730	$145
230882	20130730	$125
230882	20130806	$125
230884	20130730	$115
230884	20130806	$115
230884	20130813	$115
230884	20130820	$115
233742	20130730	$40
233742	20130806	$40
233742	20130813	$40
233742	20130820	$40
233743	20130730	$34
233743	20130806	$34
233743	20130813	$34
233743	20130820	$34
233744	20130730	$34
233744	20130806	$34
233744	20130813	$34
233744	20130820	$34
235878	20130730	$38
235878	20130806	$38
235878	20130813	$38
235878	20130820	$38
235908	20130813	$60
235908	20130820	$60
235914	20130730	$60
235914	20130806	$60
235914	20130813	$60
235914	20130820	$60
235917	20130730	$50
235917	20130806	$50
235917	20130813	$50
235917	20130820	$50
235918	20130730	$50
235918	20130806	$50
235918	20130813	$50
235918	20130820	$50
236033	20130730	$60
236033	20130730	$60
236033	20130806	$60
236033	20130806	$60
236033	20130813	$60
236033	20130813	$60
236033	20130820	$60
236034	20130730	$40
236034	20130806	$40
236034	20130813	$40
236034	20130820	$40
236035	20130730	$85
236035	20130730	$85
236035	20130806	$85
236035	20130806	$85
236035	20130813	$85
236035	20130813	$85
236035	20130820	$85
236047	20130730	$178
236047	20130730	$178
236047	20130806	$178
236047	20130806	$178
236047	20130813	$178
236047	20130813	$178
236047	20130820	$178
236047	20130820	$178
236048	20130730	$198
236048	20130806	$198
236048	20130813	$198
236048	20130820	$198
236049	20130730	$238
236049	20130806	$238
236049	20130813	$238
236049	20130820	$238
240173	20130730	$65
240173	20130806	$65
240173	20130813	$65
240173	20130820	$65
240174	20130730	$65
240174	20130806	$65
240174	20130813	$65
240174	20130820	$65
240227	20130730	$55
240227	20130806	$55
240227	20130813	$55
240227	20130820	$55
240250	20130730	$158
240250	20130806	$158
240250	20130813	$158
240251	20130730	$198
240251	20130806	$198
240251	20130813	$198
240251	20130820	$198
240253	20130730	$218
240253	20130806	$218
240253	20130813	$218
240253	20130820	$218
240256	20130730	$198
240256	20130806	$198
240256	20130813	$198
240256	20130820	$198
240844	20130730	$20
240844	20130806	$20
240844	20130813	$20
240844	20130820	$20
240845	20130730	$30
240845	20130806	$30
240845	20130813	$30
240845	20130820	$30
241398	20130730	$33.99
241398	20130806	$33.99
241398	20130813	$33.99
241398	20130820	$33.99
241399	20130730	$85
241399	20130730	$85
241399	20130806	$85
241399	20130806	$85
241399	20130813	$85
241399	20130813	$85
241399	20130820	$85
241399	20130820	$85
241405	20130730	$178
241405	20130806	$178
241405	20130813	$178
241405	20130820	$178
241410	20130730	$168
241410	20130806	$168
241410	20130813	$168
241410	20130820	$168
241411	20130730	$188
241411	20130806	$188
241411	20130813	$188
241411	20130820	$188
241412	20130730	$128
241412	20130806	$128
241412	20130813	$128
241412	20130820	$128
241413	20130730	$298
241413	20130806	$298
241413	20130813	$298
241413	20130820	$298
241511	20130730	$45
241511	20130806	$45
241511	20130813	$45
241511	20130820	$45
242373	20130730	$65
242373	20130806	$65
242373	20130813	$65
242373	20130820	$65
